username,num_of_stars,review,time
Margie1016,5,[This review was collected as part of a promotion.] This is a great light weight rain jacket! I love the hood and that I can use the Velcro for quick close rather than the full zipper. I think it runs small thought so get a bigger size to be sure. Its a great jacket!,4 years ago
Caps82,5,[This review was collected as part of a promotion.] Love this jacket and it's a true fit and very durable,4 years ago
Ngubandgeek,5,[This review was collected as part of a promotion.] I was concerned about the color but it was nice in person (I bought the coral color). Great fit and just light enough to not be too hot in the south when it rains but durable enough to keep the rain out! True to size for what I wear in the Columbia branded fleece jackets.,4 years ago
JennLea,5,[This review was collected as part of a promotion.] I love the fit and color!,4 years ago
Sweetjuices,5,"[This review was collected as part of a promotion.] I love my jacket, I live in a raining place and excited about my new jacket",4 years ago
jflorida,5,[This review was collected as part of a promotion.] I was looking for something lightweight that will keep me dry... this is perfect! Plus the price was right!,4 years ago
Lakecountry,5,"[This review was collected as part of a promotion.] I love everything about this jacket. It runs very true to size . I love the way it fits, the overall fit and the length. . I got the blue color and it is very pretty . It has a hood and pockets that makes it a great all weather jacket.",4 years ago
Kim21,5,[This review was collected as part of a promotion.] Very comfortable to wear and keeps me dry during a rainy day.,4 years ago
Jmann77,5,"[This review was collected as part of a promotion.] Love this jacket, it fits perfectly and keeps out the elements while looking stylish. I got one in the bright blue color and it’s really eye catching. I look forward to walking in the rain now!",4 years ago
Kolala,5,[This review was collected as part of a promotion.] Fits perfectly and works great!!,4 years ago
ssy06,5,[This review was collected as part of a promotion.] I love this product its perfect,4 years ago
Steph06,5,[This review was collected as part of a promotion.] This product is the perfect rain jacket for Florida rains. It is light weight and the rain rolls right off the jacket. Velcro to cover the zipper for maximum protection. Runs a little small but still accurate in the sizing. My only complaint would be that I wish it had some sort of drawstring for the hood as it can easily be blown back by the wind.,4 years ago
Hiker359,5,"[This review was collected as part of a promotion.] This is a perfect basic rain coat for everyday use. It’s lightweight, provides good coverage with the hood, nice length sleeves and body. Overall I think Columbia runs a little small, so I ordered a large (normally a med/lg other brands) which is the size I usually get in Columbia’s and it fit well.",4 years ago
Mum633,5,"[This review was collected as part of a promotion.] I love this jacket, it arrived really fast, the color (Wine Berry) is very pretty and the quality is excellent! Can’t beat the price for a Columbia jacket. Highly recommend!",4 years ago
Jenn16,5,"[This review was collected as part of a promotion.] This jacket is perfect for a casual raincoat, it's very light, and the material is soft, not stiff and crinkly.",4 years ago
jenj77,5,"[This review was collected as part of a promotion.] Stylish, cute jacket. Can't wait to dry out in the rain!",4 years ago
Mpmomof3,5,[This review was collected as part of a promotion.] I've been looking for a good quality rain jacket and I finally found it! I love the color and style. It breathes well too. I was afraid it would be sticky inside while it was wet but that was not the case! So glad I found this jacket. It's perfect to fit in my bag and pull out when needed. Israel for small hikes or field trips with my kids.,4 years ago
Jellybean12,5,Love the color. Nice weight of coat.,4 years ago
rcorona38,5,[This review was collected as part of a promotion.] I wore this to Costa Rica during rainy season and it worked amazing. No water got through and I loved the color and style. A little boxy but comfortable.,4 years ago
Deb19,5,"[This review was collected as part of a promotion.] This jacket is lightweight and breathable,very comfortable. I love the blue color I chose. Sleeve length is generous, doesn't bind at elbows when bending your arms.",4 years ago
virginia80,5,"[This review was collected as part of a promotion.] I'm 5'8 with a D bust and long arms so often a size small doesn't fit well, but this fits perfectly. It's comfortable and packs up small. I got it for a trip where I expect it to rain a lot. The jacket seems perfect for this though I haven't tried it in the rain yet, which is why I couldn't give it a perfect on the function.",4 years ago
FabiMore,5,"[This review was collected as part of a promotion.] This jacket is amazing, if you want to hike and be safe of the fain this is the jacket for you",4 years ago
shortyogagirl,5,[This review was collected as part of a promotion.] I bought this rain jacket on sale (woo!) for a trip to Costa Rica during rainy season. It kept me totally dry during a 2 hour forest therapy walk in a rainstorm. I couldn't ask for better quality or value. So happy with my purchase!,4 years ago
Ang88,5,"[This review was collected as part of a promotion.] I purchased this for my daughter who is a freshman in college. She needed a lightweight rain jacket that didn’t add bulk or warmth. North Texas can be quite rainy! We sized up for room in case the temps are low, so there’s plenty of room for layers, but it’s not too big to wear with just a T-shirt. The hood is substantial and it will keep my co-Aed dry while running across campus! Now I just need to buy one for myself!",4 years ago
SunFreedom,5,[This review was collected as part of a promotion.] I got caught in a torrential rainfall 2 days after receiving my rain jacket. It kept me dry and warm . I would recommend this highly to anyone who is looking for a great rain jacket !,4 years ago
LMNC,5,[This review was collected as part of a promotion.] Very happy with this purchase. Good quality. Just that the sleeves are a little long for me.,4 years ago
Alexis19,5,[This review was collected as part of a promotion.] I love this jacket! It definitely fits great and keeps you from the rain. It is true to size and it’s a little on the long side but it is meant to do that!!,4 years ago
Fer0491,5,"[This review was collected as part of a promotion.] Very good, loved it, will buy another for sure",4 years ago
Val87,5,"[This review was collected as part of a promotion.] I’d been searching for a rain jacket for our trip to Ireland. I didn’t want one that would be too heavy, but would still keep me warm and dry in the 60-70 degree weather, and this is it.",4 years ago
Sam94,5,[This review was collected as part of a promotion.] Just as good as any other high quality jacket for a better price. Light weight and breathable. Looks like it will also clean easily. Very happy with purchase. Will by again.,4 years ago
KarenBG,5,"[This review was collected as part of a promotion.] This is a truly waterproof, good looking jacket. Fits great. The only thing I don’t like is that the material is crackly sounding when you move but otherwise great.",4 years ago
Ana1102,5,[This review was collected as part of a promotion.] This is a great lightweight water proofing layer.,4 years ago
Aldab,5,(This review was collected as part of a promotion.) I find this jacket very comfortable and pretty I love the color. It is packable and light weight. Great if you are on the go!,4 years ago
Megpat,5,[This review was collected as part of a promotion.] True to fit and an absolutely gorgeous color. Can’t believe I’m looking forward to the next rain so I can try it out!,4 years ago
vaca2019,5,"[This review was collected as part of a promotion.] Took this jacket to Alaska because the average yearly rainfall in Ketchican is 13 feet and it was pouring the day I arrived. The jacket fits well, didn't make me hot and sweaty, and repelled the water so well that I never got wet, and the hood kept my hair from getting wet and frizzy! Bought the same jacket in mens for my husband and it worked just as well.",4 years ago
TM99,5,"[This review was collected as part of a promotion.] This product arrived on time, and was a percect fit",4 years ago
LLB53,5,"[This review was collected as part of a promotion.] I am looking forward to wearing this jacket on a fall hiking trip in Northern Italy and Switzerland. It is the right weight for layering over a tee and a light mid-layer. Salesperson said it is pretty warm, so I won't have to pack a bulky fleece.",4 years ago
EnvScientist,5,"[This review was collected as part of a promotion.] This jacket is perfect for all of the field work I do. Keeps me dry, but most importantly - keeps me cool in warm conditions as well. The bright color is awesome for safety minded folks like myself and I'm looking forward to buying another one next season!",4 years ago
YNicholson,5,"[This review was collected as part of a promotion.] I love this jacket! I got in the honey yellow and it is perfect to pack for my hikes while I tackle the Colorado Trail this summer! But...I am too tall for the jacket. It is about 3 inches too short for my body. It looks and feels strange where it hits. I'm hoping to find something comparable with a little bit more length. I am 6'0"" for anyone that needs a reference. If you are shorter than me...ENJOY!!! Still giving a 5 star because it's a good jacket, just not for me.",4 years ago
jennnnnnnnnnmeade,5,[This review was collected as part of a promotion.] Fits perfectly and keeps me warm out in the rain when I’m hiking!,4 years ago
Gofer,5,[This review was collected as part of a promotion.] This jacket is superb in the rain. The rain falls right off and keeps you dry. The jacket dries quickly.,4 years ago
Shannymac1,5,[This review was collected as part of a promotion.] I purchased this jacket for a trip coming up. I was very happy with the quality of the product. Everything was as described. Fit was spot on.,4 years ago
Adefran82,5,(This review was collected as part of a promotion.) This lightweight jacket is perfect for rainy days.,4 years ago
NikkiS,5,(This review was collected as part of a promotion.) I live on the Atlantic Coast and we get A LOT of rain here. This rain jacket takes the rain in stride keeping me dry! Would recommend this rain jacket to anyone needing a light weight rain jacket that can be put in a pack while going on a hike or be used on the go to run to the store.,4 years ago
Girlygirl1,5,[This review was collected as part of a promotion.] Loved this so much I bought it in two additional colors. Perfect for cool summer mornings and Spring/Fall. Love the mesh lining and this is more substantial than the windbreakers also perfect for layering. Nice fit and true to size. I could have easily worn a medium but wanted a little extra room to layer under if needed.,4 years ago
Lindafriend,5,"[This review was collected as part of a promotion.] This is a good quality rain jacket, it runs a little big but it is good for layering when the weather gets a bit colder.",4 years ago
cawajo,5,I bought this jacket for my daughter for Christmas. She loves the color and the fit! Perfect for transitional weather in the fall!,4 years ago
Babs54,5,"[This review was collected as part of a promotion.] Love this jacket! Kept me dry in the rain, and having the hood left my hands free to carry items, hold my dog leash, and go on enjoying time outdoors in spite of the rain. The jacket is easy to clean, is very comfortable, and rolls up small, to pack and take along. I wouldn’t wear anything else!",4 years ago
KG04,5,"[This review was collected as part of a promotion.] I wear this jacket in the fall, summer and spring. It is great for rainy soccer games.",4 years ago
Happycustomer33,5,[This review was collected as part of a promotion.] This jacket does exactly what it’s supposed to. It’s light and really keeps the water out.,4 years ago
Scatterblue,5,[This review was collected as part of a promotion.] I got this for the rainy summers and so far it has held up in pretty persistent rain and kept me warmer than I thought it would. Also has enough room to put on a sweater underneath if using for colder temperatures.,4 years ago
kcar12,5,[This review was collected as part of a promotion.] The jacket is comfortable and and true to size! Keeps me dry!,4 years ago
DugdemonaSWCD,5,"[This review was collected as part of a promotion.] Yes, I would recommend this jacket for anyone in the south, light and will keep you dry. It is perfect for Louisiana weather, wet and hot.",4 years ago
Luigo,5,"[This review was collected as part of a promotion.] Love the color, I’ve been using the jacket a couple times during the rain and keeps me dry and block the wind, best rain jacket ever!",4 years ago
JThom,5,[This review was collected as part of a promotion.] This jacket is very comfortable to wear (even over short sleeves) because of the thin net lining. It is true that it “crackles” a little when walking but it feels very solid. My usual size is medium to large. I got the jacket in large and it fits nicely over a fleece. It is light weight and packs pretty compact. I got it in black so that it doubles as a city jacket when traveling.,4 years ago
Julnova,5,"[This review was collected as part of a promotion.] This coat is true to size and has a very comfortable fit. I tried three others before landing in this one. Great length, nice fit in torso and arm length and fit are perfect. The coat is lightweight and helps with the wind.",4 years ago
Kennaleah,5,"[This review was collected as part of a promotion.] I am loving this jacket so much I’ve worn it almost every day since I’ve gotten it especially since it has been really rainy where I live. This jacket is also so warm. And that means a lot coming from me because I am perpetually cold, even cold in the summer. But this one really holds in your body heat. Really glad I got it!",4 years ago
EmilyJane0214,5,"[This review was collected as part of a promotion.] I love this coat so much! I got the dark cyan in xs and it fits perfectly (I am 5ft 1, 115 lbs). The color is so beautiful, perfect for spring. It is light weight material perfect for hiking or any other outdoor activity. I'm very happy with my purchase.",4 years ago
CanlasFamilyAdventures,5,[This review was collected as part of a promotion.] I ordered a size larger as I was worried about the sizing I've always had trouble finding the right size having a larger chest and wide shoulders. Plus I wanted to be able to wear a fleece underneath during colder months. This jacket is perfect. It keeps all the rain off and is super flexible and comfortable.,4 years ago
allisonsan,5,"[This review was collected as part of a promotion.] I bought this 4 years ago from the website, and it's still working very well. It rains a lot here in Philly, so I wear it a lot. Good quality, waterproof, and fits well. Zippers and Velcro have held up like new. Runs a tad on the small size. Go up a size so you can wear a fleece or sweater underneath. Highly recommend.",5 years ago
Yllekc,5,[This review was collected as part of a promotion.] The sealed seam is criticall! You give up the packing it in its own pocket but this jacket keeps you dry in a downpour. Just what we were looking for.,5 years ago
ManjuK,5,"[This review was collected as part of a promotion.] Perfect rain jacket! light weight, true to size and vibrant colors. Love this rain jacket !!",5 years ago
Vinita,5,"[This review was collected as part of a promotion.] Good quality, very soft for wear",5 years ago
Merry33,5,"[This review was collected as part of a promotion.] I love this jacket! I waited until I had experienced some rain and wind to write a review so I could make sure it was what I was looking for. It has so far exceeded my expectations! It fits very nicely, I would say true to size. It also is very water repellent and wind repellent. Its ability to fit into one pocket has been great for days when I need to carry it in my backpack. It isn't warm, but I wasn't expecting it to be. I would 100% recommend this to someone looking for a rain jacket.",5 years ago
Magpie,5,"(This review was collected as part of a promotion.) Excelent product breathable rainwear, my original one is a size large and fits extremely well, I actually brought a second one in a larger size so on those cold days I can put a fleece sweat jacket under it and it works very well in this transition time from winter to summer. I am considering a third different color of course lol.",5 years ago
Amarie7500,5,"[This review was collected as part of a promotion.] This is by far the most breathable rain jacket I've ever owned! No more suffocating in the rain, this is the perfect jacket!",5 years ago
Cherry,5,(This review was collected as part of a promotion.) Thank you for this awesome product.,5 years ago
fieldscientist,5,"[This review was collected as part of a promotion.] This jacket is exactly what it says it is! Fits perfectly too. My columbia winter jacket is a large so I ordered a large in this rain jacket and it fits perfectly. I'm 5'5"" 150lbs. I work outside in hot, humid and often rainy conditions and this jacket works great since it is lightweight.",5 years ago
mertis1978,5,[This review was collected as part of a promotion.] This product has great features This product has great features,5 years ago
Gpita,5,[This review was collected as part of a promotion.] Love this jacket. Keeps me dry and looks great!,5 years ago
BRMc,5,"[This review was collected as part of a promotion.] Yes Columbia The Arcadia Lil Rain Jacket is sleek and stylish. It is 60 degrees with a few rain showers today and I put my jacket on. Everyone wanted to know, where did I get it from. I purchased my jacket online and oh yeah it came right on time. Columbia you outdone yourself with this jacket. 3 cheers and a big hooray for this jacket.",5 years ago
Chong,5,Loved the jacket. Great for rainy or windy days.,5 years ago
MisterMondo,5,"[This review was collected as part of a promotion.] This jacket keeps every part of the torso dry. It’s very breathable and allows moisture out while keeping body heat in. Well designed, great fit and very fashionable.",5 years ago
Kat5,5,[This review was collected as part of a promotion.] I love this rain jacket! its comfortable and not all bunchy and stuffy like some jackets. I recommend buying it!,5 years ago
Marukotang,5,"[This review was collected as part of a promotion.] For me, I sweat easily when I am moving, but I get cold easily after sweating a lot and cloth is not good ventilated. This jacket does the excellent performance. It is highly recommended! I will buy one more later!",5 years ago
AlexV,5,"[This review was collected as part of a promotion.] I bought this for my wife, we were going to go visit family in Costa Rica, and needed something for the rain forest. Use layers if you want to keep yourself warm, but if you are ok just keeping yourself dry, this is for you. She was very happy.",5 years ago
Pittsburgher,5,"[This review was collected as part of a promotion.] Well made rainjacket, great sale price, beats all other sports clothing sites for style, price and quality.",5 years ago
My048,5,[This review was collected as part of a promotion.] Been looking for a rain jacket being it rains so much in Florida. Glad I found this one. Great fit.,5 years ago
ElaineNOLA,5,"[This review was collected as part of a promotion.] Perfect rain jacket/light wind breaker. I sized up according to other reviews and glad I did. The sleeves are adjustable so that's not an issue for length, and I love the longer length in the body. The shape is still great even tho it's not ""fitted."" This way I can layer a fleece pullover underneath if needed. It is usually warm here, so I wanted something lightweight.",5 years ago
Jules18,5,"[This review was collected as part of a promotion.] We live in SoCal and it has been raining a lot! This jacket provides my daughter (5'5"", 110lbs) with great support and she can layer a sweater underneath. It is light and will not provide a lot of warmth, which is perfect for our climate. It is a beautiful color and looks high quality. Enjoy!",5 years ago
Valer,5,[This review was collected as part of a promotion.] I received my new Columbia rain jacket just in time for the many rain storms this season in California. I love the way it fits and this shade of green is my favorite. Thank you for making an affordable jacket that I can use in all seasons here.,5 years ago
FrannyT,5,"[This review was collected as part of a promotion.] This jacket is absolutely waterproof. I went for a 45 minute run in a steady rain, Stayed totally dry underneath except for sweat. I really like the hood, stayed put even with wind. This has a mesh lining not only in the body but in the sleeves as well which is pretty unusual. I like it. I also appreciate the adjustable wrist strap in the cold.",5 years ago
MNS8907,5,[This review was collected as part of a promotion.] Great quality. Great fit. Runs true to size.,5 years ago
court929,5,"[This review was collected as part of a promotion.] This jacket fit me perfectly — I got a size S and I’m 5’5, 120lbs. It’s a beautiful color (dark plum, discontinued I believe), and it’s very light but I have plenty of room underneath to wear a jacket. I’d recommend this to anyone searching for a rain jacket to wear in the warmer months.",5 years ago
lovescolumbia,5,"[This review was collected as part of a promotion.] I needed something that was light, packable and would keep me dry. This jacket does exactly that. The color is great. I would recommend this to my family and friends.",5 years ago
GEM79,5,"[This review was collected as part of a promotion.] I am 5'2"" and 130 lbs and small size is just a perfect fit for me. I used this several times when it was raining and I stayed dry. I like the style and it is nicely made. I will definitely recommend this jacket.",5 years ago
SS00,5,"[This review was collected as part of a promotion.] It was the perfect purchase, right in time as the rainstorms hit my area! Plus, the sale discount made it even better! The color (Dark Ivy) looked different on the computer but still turned out nice in person! Really love it",5 years ago
Laureli,5,[This review was collected as part of a promotion.] I love the tourquoise color and mesh liner. Perfect summer rain jacket. Other brands aren’t waterproof or have itchy liners. Large enough to layer in the spring.,5 years ago
jtc12,5,[This review was collected as part of a promotion.] This jacket really does its job and protects you from wind and rain. The small size fits well over my Columbia fleece jacket (also small) for added warmth too. I can add layers underneath without it being too tight.,5 years ago
AC36,5,"(This review was collected as part of a promotion.) Wow! I like the color! Very thin, it is perfect for cool summer evenings and rainy days. Mesh fabric on the inside prevents sticking to the waterproof outer layer when it is warmer. A must to have in his wardrobe! I will not do without it, I recommend it.",5 years ago
CLScott,5,"[This review was collected as part of a promotion.] I’ve had this rain jacket for many years in black, but I found it on sale and decided to get a new color. Same great quality as years ago. It’s roomy enough to fit my fleece under it on chillier days. The only complaint I have is the hood could come down a bit more over your head so it stays on better and keeps your face drier, but it functions just fine as is. Glad the quality hasn’t changed in all these years.",5 years ago
ChaunceyGardiner,5,[This review was collected as part of a promotion.] Great rain jacket! I work outside and this kept me dry for hours. Really nice color selections too.,5 years ago
Chaz1,5,[This review was collected as part of a promotion.] I bought this for my wife and she Loves it! So glad I bought Columbia :),5 years ago
Stormy58,5,"[This review was collected as part of a promotion.] Love this jacket. It is lightweight, and great to use on rainy or windy days. Love the color blue.",5 years ago
NancV,5,"[This review was collected as part of a promotion.] I purchased 2 of these jackets for an upcoming trip to Alaska. While we haven't worn them yet it is clear to see that the jackets are very well made. We like that they pack within one of the pockets. I have since seen 33% cheaper jackets in the market but take solace in the quality and packable option of our jackets. I went up 1 size to a large to allow for layering but was surprised when a large doesn't allow for much layering. Cannot speak to how much layering room exists w XL ordered as I bought that for someone else. She did respond that jacket is going to work for layering, but, again, I cannot say how much layering exists on that jacket.",5 years ago
bluejacket60,5,[This review was collected as part of a promotion.] I love green and the is a great color and looks very nice. I tried it on and is what I was hoping for. I walk all the time and this is needed. I look forward to the wearing it for a long time.,5 years ago
Traveladdict80,5,[This review was collected as part of a promotion.] It fits me perfectly. Exactly like in the description. I have not used it yet. I will use it for my trip to Morocco. Love the deep purple color!,5 years ago
rreckers4523,5,[This review was collected as part of a promotion.] Great jacket! I bought pne similar to this one a few years ago and still looks brand ne! I cant fit into it anymore so I gave my old one to my daughter. The new jacket is true to size and is just as durable.,5 years ago
MHunt,5,[This review was collected as part of a promotion.] I needed a rainjacket I could throw in my backpack for school that would keep me dry but that wasn't too bulky. This is perfect. It is exactly what I needed.,5 years ago
Render,5,"This product is amazing. The inside pocket is perfect, the hood is great, the velcro holds up and it stays waterproof. This thing is pretty dang waterproof. I was standing in the pouring raining for several hours with this jacket and besides the minimal expected moisture, it kept me from being as miserable as my coworker who didn't have a raincoat. I bought an xs small and it fits perfect. I'm 5'1, roughly 115lb. I've had this same jacket for over 5 years now and it's still my go-to jacket, rain or shine.",5 years ago
Chobani,5,"[This review was collected as part of a promotion.] When I got it in the mail I was sooo happy. It came in just in time too because the next day it started raining. The quality of the jacket is good, I would prefer it to be more layered but it’s a great simple rain coat. I love it.",5 years ago
Reah,5,"[This review was collected as part of a promotion.] I love the idea that you can pack it into one of its pocket and just through them inside your bag. it doesn't take that much space, so you can bring other items that you need. It serves it purpose well.",5 years ago
Leslie28,5,"[This review was collected as part of a promotion.] Purchased this for those rainy Florida afternoons when I have to walk and pick my daughter up from school. This jacket is great! It’s light so you don’t get too hot. Also, very well made and keeps you perfectly dry. I’m 5’4” and average build. I usually wear a Medium, but I ordered a Large and I am glad I did cause I like a loose fit. It is perfect for my use.",5 years ago
Jhene,5,[This review was collected as part of a promotion.] I bought this product right before i took off to Seattle and it worked like a charm. I purchased a size medium which was a little bigger but it’s exactly what i wanted so i could layer up. I love how the sleeves adjust next to my wrist to prevent any cold air going inside of the jacket. Definitely recommend. Definitely looking into buying the same jacket in another color.,5 years ago
EllieS,5,"[This review was collected as part of a promotion.] I normally buy Columbia products in department stores, but this time I wanted this particular jacket, so I ordered it online at the Columbia website. I received the jacket in a timely manner, and as with all other Columbia products I have purchased in the past, I love this jacket! It is comfortable and will serve me well as I travel this year. Thank you, Columbia, for making such good quality products, and thank you for making my first online purchase so easy and pleasant!",5 years ago
Dannielama25,5,"[This review was collected as part of a promotion.] This jacket looked excactly how it looked on the internet! I was no where near disappointed, excellent quality, the color is Beautiful and it fits true to size. I work in the elements and this jacket is a great choice!",5 years ago
Toni68,5,"[This review was collected as part of a promotion.] This is my second raincoat, I live in Washington state that mean rain a little more than sunshine My 2 other friends we walked about 5 to 6 days a week This raincoat is so light & perfect for wear over my over my clothing , with the zipper pocket I can carry my phone in one & my ID in other Keep up the good work & I will be your repeat customer",5 years ago
GaLabrat,5,[This review was collected as part of a promotion.] Bought this for my wife for her 1st camp trip....glad I did jad some rain on a hike but this jacket packs in its own bag and takes up very lil room plus keeps you dry!!!,5 years ago
mildred827,5,[This review was collected as part of a promotion.] I ordered this for my granddaughter and she loves it. Her job requires her to be outside and it is great in rainy weather.,5 years ago
katherine3815,5,[This review was collected as part of a promotion.] I hiked in the alps for three days in this rain jacket. One of the days it was raining the whole 7 hours I was hiking. And at the end of the day I even found a dry spot. It kept me dry for a good portion of the hike. It is definitely worth it for the price!,5 years ago
j000001,5,"[This review was collected as part of a promotion.] Ordered this rain jacket couple weeks ago and it does its job. I originally wear a small, but it's a light rain jacket, I decided to size up one size, so I can layer up. So I got a medium and wear a jacket underneath this rain jacket. I really like this jacket because it's waterproof and it keeps me dry.",5 years ago
BVS79,5,[This review was collected as part of a promotion.] Great rain jacket for heavy rain!!! Totally waterproof!! Want it in every color!!!,5 years ago
germanrip,5,[This review was collected as part of a promotion.] Really nice and so comfortable.,5 years ago
Bluelyhan,5,"[This review was collected as part of a promotion.] I love this rain jacket , it is not only wear in rain day. it also can wear in strong wind day, easy to keep warm when rain or wind. just perfect simple to wear. I love this so much and would love to use this daily or when I am go trails at some mountains.",5 years ago
Middlefork,5,If you need a lightweight rain jacket this is the one. I bought two different colors and love them both.,5 years ago
Taley,5,"[This review was collected as part of a promotion.] Great comfortable jacket not heavy, light and it’s perfect for a rain day u can wear a small sweater on the bottom of it it’s cozy",5 years ago
RachL89,5,"[This review was collected as part of a promotion.] I have searched for years to find a raincoat that is actually waterproof and offers some warmth and boy did I find it. I got it in a light lavender and the color is stunning. I am 5'3, 155 pounds and got a medium and it fits well with some room for a sweatshirt to wear under it. The lining is nice enough to add some warmth but is perfect for a rainy spring day. The hood covers ALL of your head and has an extra lip to protect your face and glasses. I would buy this rain coat again in a hot second.",5 years ago
Allid,5,[This review was collected as part of a promotion.] Great rain coat that is truly waterproof. It ran true to size for me (xl). I wish it had a slightly deeper hood because I wear my hair up in a bun a lot which causes the hood to not completely cover my face.,5 years ago
JCar,5,[This review was collected as part of a promotion.] I bought this for my daughter for this coming spring. She loves the dark plum color and fit. The weight of the jacket is perfect for spring days and will keep her dry. I bought a Medium so she has room to grow. The sizing chart really helped with deciding on what size to get. I’m very happy with the purchase.,5 years ago
TLynd,5,[This review was collected as part of a promotion.] I wear a M/L but ordered an XL to be certain there was plenty of room when wearing over winter clothing. So glad I did. Love the product!,5 years ago
SandyC,5,[This review was collected as part of a promotion.] I have been searching for a lightweight packable raincoat that doesn't take up much room in my suitcase. Planning a trip to Africa and have limited space in my bag but needed something waterproof and light. This is perfect and the green color really is pretty. I have received several compliments on it. Wear a lightweight fleece under and you have a very versatile jacket.,5 years ago
Outdoorgirl19,5,"[This review was collected as part of a promotion.] Great jacket. Love that the sleeves, bottom and hood are all adjustable. I got Dark Ivy and while it looks blue-green/aqua colored on the website, it is actually more of a dark forest green or British racing green.",5 years ago
LivEe,5,"[This review was collected as part of a promotion.] This product was originally bought for my trip to Alaska in the summer, but a few days ago I tested it out on the could winters of Idaho. I was surprised to find it withstands the cold extremely well, racially when coupled with fleece! I have no doubt in my mind that this product will live up to its purpose!",5 years ago
Trackster,5,"[This review was collected as part of a promotion.] I love this jacket! I coach track, and it rains a lot in Oregon. This jacket is great, adjustable sleeves, the hood actually covers your head (most do not) it does run a little small. I sized up after returning another jacket. It is also cold in the winter and early spring so I need a warm layer underneath. Hence the reason for sizing up.",5 years ago
Kristinv,5,[This review was collected as part of a promotion.] This jacket is a great rain jacket! It also works quite well blocking out wind. The only recommendation would be to use a softer Velcro at the top of the placket.,5 years ago
Annie71,5,[This review was collected as part of a promotion.] I purchased this jacket for my daughter in her favorite color. The shade of green was perfect & jacket was true to size. I have purchased Columbia items before & never was I disappointed. Columbia is my Store. ❤️,5 years ago
FloridaGirl2,5,[This review was collected as part of a promotion.] Love this raincoat. Although I wear it all the time. Great color and it fits perfect.,5 years ago
MountainFlamingo,5,[This review was collected as part of a promotion.] Great jacket and true to size. Great price as well,5 years ago
Jackie508,5,[This review was collected as part of a promotion.] Love love love the product. It’s the perfect jacket for a warm rainy day to just slip on while your running out the door. I love the color and the material is great quality as well. Would definitely recommend it.,5 years ago
Maggie57,5,[This review was collected as part of a promotion.] This coat fits nicely and waterproof. It’s very comfortable,5 years ago
Bac767,5,[This review was collected as part of a promotion.] This raincoat is perfect for rainy weather. It is lightweight and not lined so it is not good for very cold weather unless you wear warm layers underneath it. I purchased the dark plum and I really like the color!,5 years ago
Jmpw,5,"[This review was collected as part of a promotion.] Wore today in pouring rain and it kept me completely dry. The hood is plenty big to cover your head and hair. I like that you can tighten the sleeves as sleeves tend to be too long on me and by tightening them, they don’t come down over my hands. Coat also did not absorb any water and I was in rain for a while loading groceries into car.",5 years ago
janice61,5,[This review was collected as part of a promotion.] I previously owned the jacket in Navy and was still wearing it in the rainy weather. Its at least four years old and still in good condition. Based on that I ordered this jacket. I work outside in a garden center all year round. This jacket is great for the windy and rainy days. I love the maroon color.,5 years ago
MickeyBEG,5,[This review was collected as part of a promotion.] Bought to use during rainy walks in and around town and works great. Just big enough to wear over other clothing layers and even a light jacket. Had zero issues with rain getting through the shell and design of the hood helped minimize what hit our faces. How can you beat this functionality at under $35 for the discontinued color!,5 years ago
JaclynA,5,"[This review was collected as part of a promotion.] Perfect lightweight jacket for rainy spring or fall days, or pairs easily with an inner layer for the winter. The Dark Plum arrived exactly as pictured. Folds up easily for travel. Highly recommend!",5 years ago
kacey279,5,"[This review was collected as part of a promotion.] This is a great jacket, I got the plum color and I love it! It fits great, true to size, can't wait for spring to wear it, i love Columbia jackets!",5 years ago
Hfranseen,5,[This review was collected as part of a promotion.] I have worn it in the rain a few times now and it has kept me completely dry. I also love that the mesh lining is all throughout the jacket! The only thing I would change is to make it a little longer to cover my bum so I could sit down without getting wet.,5 years ago
monjo,5,[This review was collected as part of a promotion.] I love my pink rain jacket. It is great for travel and folds up very small for. It's also great for a light chilly night. I can wear a sweater under it too. And everyone can find me....Love It!!!,5 years ago
Olson57,5,[This review was collected as part of a promotion.] Bought it as a gift for my wife. She is handicapped and has limited use of her hands but she can get it on easily and loves the raspberry color and zip pockets. It really keeps her dry and warm. She often wears a sweater underneath.,5 years ago
BeverlyJean,5,"[This review was collected as part of a promotion.] This jacket look like the perfect rain gear. It is lightweight, for packing, waterproof with great detail,such as, two zippered pockets, adjustable cuffs & a draw string hood.",5 years ago
Brookieb23,5,[This review was collected as part of a promotion.] I deliver mail and needed a lightweight yet effective raincoat and this has gone beyond my expectations.,5 years ago
Floriane,5,"[This review was collected as part of a promotion.] I love this rain coat and his color (dark plum). Fits very well, I am looking forward to trying it.",5 years ago
Acastle,5,"[This review was collected as part of a promotion.] I usually wear a size 10, I'm 5'4"" and I ordered a size Large in this jacket. It fits great and doesn't go under my butt (which is what I wanted, I don't like long jackets). It is big enough to layer with a puffy jacket underneath, but not so big that it looks baggy without layering. I ordered the Dark Plum and it's gorgeous, jut like the picture on the website.",5 years ago
NorthMSMom,5,[This review was collected as part of a promotion.] I purchased this raincoat in red mercury and I LOVE IT! It is perfect for rainy Mississippi days. I love that you can adjust the hood to fit more snugly around your face to keep your hair dry.,5 years ago
